TotalPages,BookComplexity,ReadabilityScore,ReadingEngagementIndex,EstimatedReadingTime,ActualReadingTime,ScrollSpeed,ScrollDepth,BacktrackingRate,PageJumpRate,ExitFrequency,Flag
564,848,4.679576723275858,3.8559576723275857,124.9061646482584,434.7673966042966,-138.57338118624247,292.7978836163793,62.07315132667241,-0.9279788361637928,-0.0,0
910,832,1.185685541787016,4.512568554178702,940.505023778504,3477.8079688531657,-229.41382958919556,325.6284277089351,67.7307129634585,-1.256284277089351,-0.0,0
476,750,3.904057417259616,3.3184057417259614,177.8070949896527,502.0647315906934,-101.18986599534914,265.92028708629806,49.86005382868088,-0.6592028708629807,-0.0,0
784,134,4.199615709103547,3.0399615709103545,330.93300318335946,784.8362050017446,-140.85858793573973,251.99807854551773,12.599903927275886,-7.123761738721201,-0.0,0
760,239,2.490306705832116,3.0070306705832115,622.6578924885011,1499.0073210844007,-66.27981496477372,250.35153352916058,14.958504128367343,-6.304388595004239,-0.0,0
354,991,2.6164647261846397,3.3056464726184642,253.49227714809362,809.7754797101408,-106.01249307799677,265.28232363092326,65.72369567956123,-0.6528232363092321,-0.0,0
933,719,2.0202378098778997,4.43902378098779,656.540243597492,2069.8783290668557,-246.19156656933933,321.9511890493895,57.87072623162776,-1.2195118904938949,-0.0,0
749,591,2.877577514125316,3.7167577514125316,381.33534563495346,1048.717753113625,-77.71684650762307,285.8378875706266,42.23254788856008,-0.8583788757062658,-0.0,0
638,889,1.247211480316139,3.8167211480316143,648.1328643969846,1818.240589217439,-77.87205145907669,290.8360574015807,64.63831375750132,-0.9083605740158072,-0.0,0
963,845,1.7798558564948364,4.756985585649484,717.9041307703524,2330.399577334777,-186.86727400908853,337.8492792824742,71.37066024842267,-1.378492792824742,-0.0,0
358,899,2.704633300581108,3.1424633300581104,203.13424077396243,429.7916425198246,-125.45812645241395,257.1231665029055,57.788431671528016,-0.5712316650290552,-0.0,0
648,846,2.1967820245269016,3.8556782024526903,562.74190275597,1672.9216838390373,-166.3050702020197,292.7839101226345,61.9237969909372,-0.9278391012263452,-0.0,0
577,866,4.861031324620848,3.949103132462085,143.8623135772983,497.0387121522753,-256.0243430305375,297.45515662310424,64.39904140890206,-0.9745515662310424,-0.0,0
664,586,3.419513923001761,3.505951392300176,335.1800520323069,879.9566267573142,-107.30656023258773,275.2975696150088,40.33109394859879,-0.752975696150088,-0.0,0
867,300,1.8719932175537384,3.3881993217553736,740.2147804110101,2223.48360240467,-82.79372665697386,269.4099660877687,20.20574745658265,-6.869591988856636,-0.0,0
798,684,3.7178165761996764,4.133781657619967,325.9111354013639,1134.8684898255058,-189.16367261313,306.68908288099834,52.44383317265073,-1.0668908288099836,-0.0,0
623,716,1.018622326267129,3.4028622326267133,503.8960414052152,1197.8303155990798,-104.43708846742825,270.14311163133567,48.35561698200908,-0.7014311163133566,-0.0,0
502,934,2.87041405807378,3.6610414058073775,347.04459633363206,1116.2627090189344,-172.7820752982974,283.0520702903689,66.09265841280114,-0.8305207029036887,-0.0,0
877,849,2.1118326285239397,4.540183262852394,590.5938113386569,1701.886979308544,-136.17863914406158,327.0091631426197,69.40769487702103,-1.270091631426197,-0.0,0
863,673,4.965516873793183,4.431551687379319,174.8067544995542,517.2623032195976,-224.1246666431846,321.5775843689659,54.105428570078516,-1.2157758436896593,-0.0,0
978,980,1.681182337008135,5.062118233700813,981.4566849206587,3086.631802775893,-192.45464486220743,353.10591168504067,86.51094836283497,-1.5310591168504066,-0.0,0
534,830,4.295648509826516,3.6915648509826515,147.34151243904003,363.2795041871458,-82.39629835529394,284.57824254913254,59.049985328945006,-0.8457824254913258,-0.0,0
731,858,3.790418005577448,4.288041800557744,344.0592476657381,1258.4991486224276,-284.30895791690006,314.4020900278872,67.43924831098181,-1.1440209002788722,-0.0,0
692,938,2.4909257117951498,4.201092571179515,467.1896729573748,1361.565738802657,-183.43595235835525,310.05462855897576,72.70781039707981,-1.1005462855897576,-0.0,0
839,832,2.1938521469819072,4.400385214698191,524.3981415389989,2094.8580136220285,-204.16996214671843,320.01926073490955,66.56400623286119,-1.2001926073490954,-0.0,0
775,794,1.708466274713492,4.083846627471349,604.6690897048313,1648.131902574531,-168.62166200371513,304.19233137356747,60.38217777765314,-1.0419233137356745,-0.0,0
531,609,2.683299811471177,3.0793299811471178,341.8966714147549,770.5997721410521,-109.41101424973155,253.9664990573559,38.666399481482436,-0.5396649905735589,-0.0,0
772,293,1.086720046667847,3.0106720046667848,753.8888296765664,1836.505309197396,-80.7972231582964,250.53360023333923,18.3515862170921,-5.469861438956896,-0.0,0
375,961,1.2059947277521639,3.167599472775217,412.8848464359105,942.8906067116271,-94.77309539009327,258.3799736387609,62.07578866671229,-0.5837997363876084,-0.0,0
869,588,4.707762492480435,4.253776249248044,199.14038115341413,524.9209359382544,-244.1317646052073,312.6888124624022,45.96525543197312,-1.1268881246240219,-0.0,0
774,450,3.3598425859043544,3.557984258590435,394.3157556230346,1172.5167441462959,-123.17451150600914,277.89921292952175,31.2636614545712,-3.4027694828737327,-0.0,0
600,937,2.315442530122709,3.9055442530122706,530.539024222589,1433.9780985777084,-139.01954046289345,295.27721265061354,69.16868706340622,-0.9527721265061353,-0.0,0
864,951,3.877291277244568,4.881729127724457,379.9166489192139,1436.5754044890848,-220.89314162278652,344.08645638622284,81.80655500582448,-1.4408645638622284,-0.0,0
944,146,3.3404893002286173,3.458048930022861,588.3093977495473,1784.8588322318708,-179.1181788499531,272.90244650114306,13.645122325057153,-9.606675298708453,-0.0,0
729,854,1.7407337524045747,4.069073375240458,613.802543610945,1904.549632801012,-94.76164098957689,303.4536687620229,64.78735828069189,-1.0345366876202289,-0.0,0
848,357,4.627784012594656,3.7207784012594654,244.898275634934,601.3955703413784,-98.40739754202383,286.03892006297326,25.52897361562037,-6.22535741157408,-0.0,0
730,194,3.6302195033333553,2.9410219503333352,320.2130693497797,736.7156178940246,-49.540587772864484,247.05109751666674,12.352554875833338,-6.504213183119293,-0.0,0
564,370,4.418140801206718,2.8738140801206713,156.81011547962592,370.1417591182953,-96.92237289640758,243.69070400603357,22.541390120558106,-3.813894782997546,-0.0,0
819,330,4.091379776938674,3.5261379776938675,264.7283154932785,663.7284873994324,-135.18038516489375,276.3068988846934,22.795319157987205,-6.564179206774458,-0.0,0
659,837,1.7215636073179392,3.823156360731794,498.2353258169972,1436.1648719292061,-147.82182689507064,291.1578180365897,60.92477342415639,-0.9115781803658971,-0.0,0
925,497,1.5623165146523292,3.925231651465233,869.4304882052257,2789.213718933251,-159.9758498850975,296.26158257326165,36.810501634727764,-1.535130801279682,-0.0,0
529,398,2.6429778713415675,2.6472977871341565,353.54169338562957,739.929819156665,-70.09191173349706,232.36488935670786,23.12030649099243,-2.7315470639708463,-0.0,0
661,530,2.128270498177107,3.2558270498177104,592.5916972046946,1451.9072610106853,-102.5297840554697,262.7913524908855,34.81985420504233,-1.6263418028268264,-0.0,0
396,733,4.57637509422554,3.111637509422554,121.57212230816869,279.9324184908663,-141.54992507407013,255.5818754711277,46.83537868008415,-0.555818754711277,-0.0,0
539,941,4.636290105445179,3.9626290105445174,172.0415501219605,565.9120874591384,-208.55751063450882,298.13145052722587,70.13542373652989,-0.9813145052722587,-0.0,0
721,204,2.84279605246601,2.8552796052466003,422.563905087413,1139.1118590159288,-98.18872892483317,242.76398026233005,12.380962993378832,-5.90549976707855,-0.0,0
425,755,3.465916480151976,3.1315916480151973,224.2478474521809,624.0781865979801,-61.88350176510031,256.5795824007599,48.42939617814343,-0.5657958240075986,-0.0,0
738,683,3.9180153057175344,3.9718015305717533,365.20527983460113,1326.0468969399528,-235.86239490791203,298.59007652858764,50.98425556725634,-0.9859007652858767,-0.0,0
787,693,4.190083997272037,4.166008399727203,333.0652937355579,1166.5122968631451,-183.86605132656553,308.30041998636017,53.41304776263689,-1.0830041998636015,-0.0,0
922,976,1.2657486500241202,4.844574865002412,1046.3127104739074,3220.43121109542,-202.46558502830416,342.2287432501206,83.50381335302941,-1.4222874325012058,-0.0,0
808,896,3.5414470697135263,4.5701447069713526,324.1996401030021,905.5726690563486,-279.3179254008669,328.50723534856763,73.58562071807914,-1.2850723534856763,-0.0,0
491,631,3.048671536670407,3.0398671536670405,263.1397857576666,655.805734206552,-122.29845255283664,251.99335768335206,39.751952174548784,-0.5199335768335203,-0.0,0
993,944,1.9990760514372612,5.066907605143726,850.3181162775427,3296.869620860663,-169.5085685702529,353.3453802571863,83.38950974069597,-1.533453802571863,-0.0,0
354,856,2.145586313710314,2.988558631371032,258.9128404717458,566.130365231052,-50.82879707833121,249.4279315685516,53.37757735567004,-0.4942793156855161,-0.0,0
661,271,1.0559736406818505,2.6305973640681852,578.3136523329478,1063.733413287387,-54.627020615711785,231.52986820340925,15.68614857078098,-3.833062655402748,-0.0,0
882,275,3.4200228791341694,3.5380022879134168,397.07381289891373,1339.7576611851362,-179.14670523932594,276.9001143956708,19.036882864702367,-8.060330528971178,-0.0,0
206,720,4.801298155869093,2.538129815586909,53.89432555637603,137.62069166094275,-30.25680176683934,226.9064907793455,40.84316834028219,-0.2690649077934546,-0.0,0
432,723,2.874722074851299,3.0294722074851297,243.1814867384619,516.5432414588396,-113.74200034335327,251.47361037425648,45.453855075146855,-0.5147361037425648,-0.0,0
963,249,3.041582490080396,3.6911582490080392,566.4956767575075,1789.7300164689025,-174.05859014480157,284.55791245040194,17.71373005003752,-9.422402316374757,-0.0,0
265,806,4.563669122259612,2.8633669122259615,69.2222144349062,194.517216082986,-43.016223785756786,243.16834561129807,48.99842164067656,-0.43168345611298076,-0.0,0
570,496,3.087139066859544,3.0107139066859543,319.8678958500098,836.0601965403616,-95.19968751680442,250.53569533429769,31.066426221452915,-2.257321813595632,-0.0,0
180,767,4.764079290788937,2.5504079290788937,48.506030185744464,117.36121689855649,-64.65160161335413,227.52039645394467,43.627036020043896,-0.27520396453944684,-0.0,0
542,745,2.2566696511678543,3.341666965116785,373.01151027574946,946.1478434075267,-116.02053637016824,267.0833482558392,49.744273612650055,-0.6708334825583926,-0.0,0
928,765,4.41505240800791,4.75550524080079,241.51856550032625,784.3665437324337,-298.3474587594167,337.77526204003954,64.59951886515756,-1.3777526204003951,-0.0,0
132,927,3.236043570387367,2.573604357038737,85.6398424492502,165.3057697693804,-53.39538295420668,228.68021785193685,52.99664048718636,-0.2868021785193684,-0.0,0
989,695,2.8027531544207545,4.637275315442075,674.9473716804216,2154.51975395113,-204.16943524159046,331.86376577210376,57.66132930290303,-1.3186376577210375,-0.0,0
807,457,1.4589438450436587,3.480894384504366,678.7152509661993,1908.1592338980665,-74.81373859751444,274.0447192252183,31.30960917148119,-3.2173877442754377,-0.0,0
619,994,2.42375884006921,4.087375884006921,471.41285132341847,1654.0488845711775,-164.26452099167787,304.36879420034603,75.635645358786,-1.0436879420034604,-0.0,0
333,746,3.7889325617610825,2.8698932561761086,153.9024026814147,405.77806941284433,-97.92719379593507,243.49466280880546,45.41175461384221,-0.4349466280880543,-0.0,0
981,234,1.3153119884408047,3.5425311988440806,862.5496430450571,2644.4089905167602,-73.35756631105265,277.12655994220404,16.211903756618938,-9.173470154130241,-0.0,0
727,942,2.6121293381701953,4.326212933817019,475.38862701147616,1772.737803099029,-240.57130322596765,316.31064669085094,74.4911572956954,-1.1631064669085096,-0.0,0
881,513,3.328123679114539,4.001812367911454,473.6611205826466,1749.5974146235399,-177.09642150251844,300.09061839557273,38.4866218092322,-1.0009061839557272,-0.0,0
794,171,4.656753696534044,3.189675369653404,248.2144577427331,580.1831385759598,-106.02037448281534,259.4837684826702,12.97418842413351,-8.037985594175554,-0.0,0
285,948,2.010664802013884,2.9520664802013887,249.72321742330678,623.3904473861235,-67.19160387354071,247.6033240100694,58.68198779038645,-0.47603324010069437,-0.0,0
291,717,3.0292740027185956,2.6099274002718595,189.17477524511852,472.3691360914792,-51.50867557648348,230.49637001359295,41.316474324936536,-0.30496370013592977,-0.0,0
982,460,4.034179683586455,4.2694179683586455,408.7125880851421,1577.7435585734356,-121.76844424945914,313.4708984179323,36.04915331806221,-2.241530612554939,-0.0,0
719,316,1.2580504429521353,2.914805044295213,817.4304514559046,2269.8169421914213,-40.72459890207833,245.74025221476066,19.413479924966094,-4.708163102281421,-0.0,0
698,189,2.5348155982548386,2.725481559825484,504.3411361054068,1306.4913505397321,-66.77132880319081,236.2740779912742,11.81370389956371,-5.11215951516187,-0.0,0
513,370,4.239951500068361,2.7029951500068363,208.06233810582827,507.64276816582117,-57.07783318594736,235.14975750034185,21.75135256878162,-3.2071776595828085,-0.0,0
422,724,4.2142963415354915,3.135429634153549,124.08508048639497,257.6999299913416,-102.62319502639207,256.7714817076775,46.47563818908963,-0.5677148170767745,-0.0,0
519,399,2.57504768513309,2.6125047685133094,397.6903628105202,1068.7883877743607,-31.024206598240298,230.62523842566546,23.00486753296013,-2.602399919394321,-0.0,0
911,631,1.4033259154491016,4.13533259154491,738.9044831003187,2343.8210041803263,-205.06457979078561,306.7666295772455,48.39243581581048,-1.067666295772455,-0.0,0
889,409,1.8402998271603122,3.6690299827160313,750.1038907112148,2359.906473319397,-120.05360580954485,283.45149913580155,28.982915786635708,-4.596960968553116,-0.0,0
759,381,1.788388058636349,3.2178388058636345,524.1859465304537,1403.296937234014,-108.39741529569551,260.8919402931817,24.849957312925557,-4.612577473702457,-0.0,0
738,345,3.4990956681326746,3.253909566813267,339.4507900457998,941.1764085059004,-71.86321456847766,262.6954783406633,22.65748500688221,-5.436486365618229,-0.0,0
995,258,4.714896791968178,3.9724896791968183,255.7930495890111,763.9600355793636,-223.24132784335993,298.6244839598409,19.26127921540974,-10.226728176837208,-0.0,0
805,193,2.899565223291004,3.0909565223291007,450.01273694432086,991.7732334560932,-65.38130259716074,254.54782611645504,12.727391305822753,-7.438307583960501,-0.0,0
875,469,4.978262272834307,4.060826227283431,168.21139045678626,595.3209304782783,-277.77426482556723,303.0413113641715,35.53159375744911,-2.302152194701471,-0.0,0
581,984,2.7445883996629794,3.9854588399662982,336.79797654948106,967.2392487583617,-202.90970189746216,299.27294199831493,73.62114373158548,-0.9927294199831491,-0.0,0
885,489,1.547467431535173,3.7877467431535172,878.0810970711359,2767.659680978728,-87.16762450550549,289.38733715767586,35.37760196752588,-2.06591925702871,-0.0,0
775,206,4.052586840656543,3.1422586840656543,243.57719893658134,710.1293870858517,-152.70154108698105,257.1129342032827,13.24131611146906,-7.641334761460544,-0.0,0
452,837,4.2759052720663995,3.45759052720664,176.45152744365825,517.2977169579457,-99.71576114693805,272.87952636033197,57.10004089089947,-0.7287952636033199,-0.0,0
501,797,3.6195069553255403,3.458950695532554,221.80635749749104,526.5791359169255,-155.54290882388815,272.9475347766277,54.38479630424307,-0.729475347766277,-0.0,0
728,987,1.7563641774356107,4.333636417743561,590.3615047449279,1717.4660430925815,-109.05135175237783,316.68182088717805,78.14123930391119,-1.1668182088717804,-0.0,0
609,491,1.0970117441730203,2.918701174417302,508.22622568226996,1218.15548587583,-52.89854704033268,245.93505872086513,30.188528457986195,-2.253452607102505,-0.0,0
425,911,1.8148131666263052,3.278481316662631,330.9007411944489,716.6028261911271,-50.00835805978148,263.9240658331316,60.10870599349571,-0.6392406583313155,-0.0,0
753,392,3.048313815750716,3.3478313815750713,387.9572780971751,965.3911549071482,-98.70716467965974,267.39156907875355,26.20437376971785,-4.64854449041362,-0.0,0
807,125,3.102162924502865,2.9812162924502865,500.4513165795119,1429.5321981523475,-117.4255946738621,249.0608146225143,12.453040731125714,-6.75738131052097,-0.0,0
450,617,2.741088955455765,2.858108895545576,292.2988109818167,581.0918585381459,-37.34621390757338,242.9054447772788,37.46816485689526,-0.5431475645882716,-0.0,0
804,956,3.505460431523623,4.674546043152362,459.75888032686055,1592.061778147407,-288.0572859868069,333.7273021576181,79.76082521567072,-1.337273021576181,-0.0,0
638,756,4.634646679380202,3.8894646679380207,200.99571688602398,597.5759850681957,-132.86499237580807,294.47323339690104,55.655441112014294,-0.9447323339690104,-0.0,0
918,936,4.764886540381163,5.102488654038116,238.39281703287443,1035.493817584582,-408.91826210698036,355.1244327019058,83.09911725224596,-1.5512443270190581,-0.0,0
386,627,2.622842354633326,2.6742842354633325,259.1934076796973,548.6371981704758,-37.911412415422795,233.71421177316662,36.63470269544387,-0.5672917300273609,-0.0,0
472,624,3.9027907791325633,3.054279077913256,199.65468896604233,505.86647903618297,-54.9512178244313,252.71395389566277,39.42337680772339,-0.527139538956628,-0.0,0
987,967,4.384928352499469,5.333492835249947,324.38386711772677,1513.9538274241195,-262.38244046955,366.67464176249734,88.64359464608374,-1.6667464176249736,-0.0,0
747,549,2.8996091673238507,3.6289609167323844,391.36757189391096,1213.237650639308,-70.55588805507284,281.4480458366192,38.62874429107599,-0.8144804583661922,-0.0,0
849,880,4.14297045249009,4.721297045249009,356.9399136598646,1337.36959518169,-350.2057037088293,336.0648522624504,73.9342674977391,-1.3606485226245044,-0.0,0
701,973,1.383398535074996,4.187339853507499,720.978854858863,2406.387249088246,-192.96238531640952,309.36699267537495,75.25352096828496,-1.0936699267537495,-0.0,0
337,898,1.654823272553676,2.972482327255368,351.34893075373566,907.0810768723509,-80.32678308251243,248.6241163627684,55.8161141234415,-0.486241163627684,-0.0,0
791,201,2.3701686626374037,3.0120168662637408,488.46859387838106,1123.0746577284967,-61.20343677917511,250.60084331318703,12.59269237648765,-6.9341643934683255,-0.0,0
761,715,2.3032715164227326,3.943327151642273,563.1592808577519,1781.3730631233218,-193.58036680182371,297.1663575821137,53.11848641780281,-0.9716635758211365,-0.0,0
492,804,1.7637471374030622,3.260374713740306,430.81760460084416,1318.9781257859975,-52.12900793375395,263.01873568701535,52.86676587309008,-0.630187356870153,-0.0,0
938,124,3.0179447553273526,3.363794475532735,614.1870986554445,1652.7187387827457,-68.97907755440994,268.18972377663675,13.409486188831838,-9.065998959312006,-0.0,0
622,439,2.8989959501869245,3.033899595018692,374.18694347053946,759.7319213952667,-83.09063656665488,251.6949797509346,27.62352402766507,-3.199008373888914,-0.0,0
592,846,3.3256246274262655,3.8005624627426267,353.72138363214304,953.9683586122593,-121.15344826545133,290.02812313713133,61.340948043503275,-0.9002812313713133,-0.0,0
763,777,1.187816156929606,3.961781615692961,622.3293583199041,1807.632587177151,-63.888345351318684,298.08908078464805,57.90380394241789,-0.9808908078464804,-0.0,0
384,935,3.2952750401349866,3.3515275040134984,202.76532669003998,538.0900757590622,-104.89754340273171,267.57637520067493,62.54597770315776,-0.6757637520067492,-0.0,0
96,990,4.812271145081834,2.7492271145081832,24.09867846090693,51.20321776200195,-85.36682602365732,237.4613557254092,58.771685542038774,-0.3746135572540916,-0.0,0
598,966,2.987554993210329,4.024755499321033,364.13916739778637,1047.7556253359644,-86.64182908252728,301.2377749660517,72.74892265430147,-1.0123777496605166,-0.0,0
763,645,4.694171027744904,4.04841710277449,210.19875170872666,687.5160326705073,-272.99267862771205,302.4208551387245,48.765362891119324,-1.024208551387245,-0.0,0
827,716,1.1701739397196036,4.030017393971961,836.3354886189417,2779.338697119906,-140.82539000130075,301.500869698598,53.968655676049046,-1.0150086969859804,-0.0,0
975,225,2.6476905115766507,3.639769051157665,773.3482699994067,2005.3549502178298,-146.04438199059092,281.98845255788325,15.861850456380933,-9.895247643460515,-0.0,0
734,120,2.820741512137533,2.7240741512137534,465.47506363069294,978.4298254399407,-42.55069653150773,236.20370756068766,11.810185378034383,-5.102879023818202,-0.0,0
812,126,2.3570343509378437,2.9237034350937847,622.225750165221,1273.7253462514386,-63.75940731444844,246.18517175468924,12.309258587734462,-6.3945082407008496,-0.0,0
574,346,1.486687572015501,2.56266875720155,469.05885436622543,970.5574370579034,-29.763406472084252,228.1334378600775,19.733542374896704,-2.850825631198686,-0.0,0
766,557,1.07719350160637,3.5197193501606368,639.4665745597613,1789.186682971862,-115.93291496806825,275.9859675080318,38.43104597549343,-0.7598596750803184,-0.0,0
300,748,2.0350458905342284,2.5995045890534225,259.6245608892124,555.3463861113214,-61.70501723017633,229.97522945267113,43.0053679076495,-0.29975229452671126,-0.0,0
466,745,1.9221867208866072,3.08021867208866,314.2448732355252,919.654169145853,-100.8724030978948,254.01093360443303,47.30953638382565,-0.5401093360443301,-0.0,0
890,933,1.862004623335062,4.7222004623335065,624.2936622729158,2285.4019481184946,-170.5917519499484,336.11002311667534,78.39766289196452,-1.3611002311667533,-0.0,0
930,338,4.472704210857153,3.9132704210857154,265.3616326709301,965.9898914152401,-247.74807696460167,295.66352105428575,24.983567529087146,-7.182624019207162,-0.0,0
672,173,3.5197878427933555,2.7139787842793357,303.53310449866615,720.1789409057902,-33.47074486511505,235.69893921396678,11.784946960698338,-5.036237316844394,-0.0,0
590,243,3.194695693732085,2.575469569373208,282.72826935395426,728.717260177213,-36.57856297541427,228.77347846866041,13.89798881697112,-3.755228283818073,-0.0,0
333,693,2.2683551490965024,2.6118355149096506,273.2788660833513,690.9916437870253,-23.07694309501111,230.5917757454825,39.950025147904846,-0.3059177574548253,-0.0,0
649,944,2.030647679346741,4.038064767934674,576.537831926765,1547.9312953990225,-196.16704562613896,301.90323839673374,71.24916426162916,-1.0190323839673372,-0.0,0
958,284,2.8637311332043693,3.7283731133204365,567.0383367493122,1521.5662091565366,-91.32587192707177,286.41865566602183,20.33572455228755,-8.496801244188346,-0.0,0
952,518,2.787124652125512,4.170712465212551,668.8875585366682,2004.3345680434,-164.50098243674145,308.5356232606276,39.955363212251264,-1.0853562326062756,-0.0,0
768,955,1.506484486763092,4.364648448676309,653.6554773780325,2434.464735680302,-143.15503923572342,318.2324224338155,75.97799085607345,-1.1823242243381547,-0.0,0
374,827,3.0158345507387136,3.0775834550738717,179.40509975739164,431.8038133991617,-71.39763473964364,253.87917275369358,52.48951896682615,-0.5387917275369358,-0.0,0
346,976,4.551941196186667,3.445194119618667,120.15561984197475,324.21490618878164,-74.90933903203961,272.25970598093335,66.43136825934774,-0.7225970598093334,-0.0,0
292,951,3.473361269119765,3.125336126911977,169.92306402547575,506.68553953646415,-112.04792183753892,256.26680634559887,60.92743320866612,-0.5626680634559884,-0.0,0
913,118,2.248646775974261,3.199864677597426,722.2262747446871,1676.4323357761511,-115.78081424408107,259.9932338798713,12.999661693993565,-8.09918805413946,-0.0,0
